Number_of_announcements,Number_of_withdrawals,Number_of_announced_NLRI_prefixes,Number_of_withdrawn_NLRI_prefixes,Average_AS-path_length,Maximum_AS-path_length,Average_unique_AS-path_length,Number_of_duplicate_announcements,Number_of_duplicate_withdrawals,Number_of_implicit_withdrawals,Average_edit_distance,Maximum_edit_distance,Inter-arrival_time,Maximum_edit_distance_7,Maximum_edit_distance_8,Maximum_edit_distance_9,Maximum_edit_distance_10,Maximum_edit_distance_11,Maximum_edit_distance_12,Maximum_edit_distance_13,Maximum_edit_distance_14,Maximum_edit_distance_15,Maximum_edit_distance_16,Maximum_edit_distance_17,Maximum_AS-path_length_7,Maximum_AS-path_length_8,Maximum_AS-path_length_9,Maximum_AS-path_length_10,Maximum_AS-path_length_11,Maximum_AS-path_length_12,Maximum_AS-path_length_13,Maximum_AS-path_length_14,Maximum_AS-path_length_15,Number_of_Interior_Gateway_Protocol_IGP_packets,Number_of_Exterior_Gateway_Protocol_EGP_packets,Number_of_incomplete_packets,Packet_size_bytes,Anomalous,type,category
67,14,501,37,6,15,6,595,284,69,8,1.1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70,0,0,9786,-1,normal,BCNET_regular
59,15,345,26,5,10,5,383,204,37,9,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,66,0,0,8104,-1,normal,BCNET_regular
62,8,685,23,6,11,6,690,525,36,8,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,64,0,0,9821,-1,normal,BCNET_regular
70,14,525,36,6,12,6,660,438,53,8,1.2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,76,0,0,8732,-1,normal,BCNET_regular
67,12,328,36,5,17,5,342,208,45,6,1.1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,8240,-1,normal,BCNET_regular
56,7,148,12,6,10,6,168,111,13,6,0.9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,7427,-1,normal,BCNET_regular
61,15,228,22,6,12,6,246,106,33,7,1.1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,67,0,0,7569,-1,normal,BCNET_regular
77,6,631,14,6,14,6,643,306,19,6,1.3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,9792,-1,normal,BCNET_regular
80,8,280,22,6,14,6,294,461,33,7,1.3,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,80,0,0,8054,-1,normal,BCNET_regular
63,10,501,21,6,14,6,555,172,42,8,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,64,0,0,9719,-1,normal,BCNET_regular
62,11,504,20,6,11,6,533,476,34,8,1.1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,69,0,0,9953,-1,normal,BCNET_regular
79,12,611,25,6,12,6,693,505,38,7,1.3,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,84,0,0,9220,-1,normal,BCNET_regular
87,7,827,54,5,10,5,941,1741,64,7,1.4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,88,0,0,10328,-1,normal,BCNET_regular
48,10,277,42,6,11,6,362,125,59,8,0.8,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,51,0,0,7900,-1,normal,BCNET_regular
80,13,740,74,5,8,5,766,528,161,6,1.3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,10843,-1,normal,BCNET_regular
69,9,331,17,6,10,6,338,235,23,7,1.1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,69,0,0,8256,-1,normal,BCNET_regular
66,9,412,100,5,8,5,428,427,134,7,1.1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,67,0,0,8402,-1,normal,BCNET_regular
70,9,690,21,5,11,5,738,298,29,6,1.1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,10215,-1,normal,BCNET_regular
72,15,339,87,6,20,6,366,278,166,8,1.2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,73,0,0,8493,-1,normal,BCNET_regular
61,10,255,47,6,21,7,282,145,95,8,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,63,0,0,7516,-1,normal,BCNET_regular
52,3,302,29,6,11,5,311,220,38,6,0.8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,8528,-1,normal,BCNET_regular
67,11,449,22,6,15,6,531,125,25,6,1.1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,8858,-1,normal,BCNET_regular
66,8,355,26,7,23,7,434,264,38,9,1.1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,67,0,0,8695,-1,normal,BCNET_regular
62,10,214,17,5,16,6,224,115,19,7,1.1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,67,0,0,7590,-1,normal,BCNET_regular
73,8,819,13,6,14,6,862,617,16,8,1.2,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,73,0,0,10365,-1,normal,BCNET_regular
40,10,317,103,6,14,6,321,255,138,7,0.7,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,44,0,0,9245,-1,normal,BCNET_regular
53,12,291,68,6,14,6,324,133,91,7,0.9,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,59,0,0,7902,-1,normal,BCNET_regular
76,15,260,104,6,15,6,333,271,229,7,1.3,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,79,0,0,7967,-1,normal,BCNET_regular
53,8,179,17,6,15,6,182,123,24,8,0.9,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,55,0,0,7838,-1,normal,BCNET_regular
42,6,220,16,6,21,6,222,177,26,7,0.7,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,43,0,0,9661,-1,normal,BCNET_regular
78,12,590,87,6,22,6,612,450,152,7,1.3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,80,0,0,10191,-1,normal,BCNET_regular
87,5,997,32,7,21,7,1069,1717,62,7,1.4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,88,0,0,11304,-1,normal,BCNET_regular
78,9,389,31,6,13,6,411,290,32,9,1.3,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,79,0,0,9213,-1,normal,BCNET_regular
67,9,709,31,6,14,6,717,520,35,6,1.1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,10790,-1,normal,BCNET_regular
60,7,300,47,6,16,6,320,278,47,7,100,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,61,0,0,9214,-1,normal,BCNET_regular
79,15,353,72,7,22,7,454,321,110,8,1.4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,85,0,0,8294,-1,normal,BCNET_regular
75,14,577,27,6,13,6,720,319,39,7,1.2,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,78,0,0,9543,-1,normal,BCNET_regular
66,6,342,25,7,22,7,371,375,25,9,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,66,0,0,8404,-1,normal,BCNET_regular
49,6,153,12,6,16,6,164,75,15,6,0.8,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,7645,-1,normal,BCNET_regular
57,7,294,25,6,16,6,305,188,26,8,0.9,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,59,0,0,8645,-1,normal,BCNET_regular
47,17,274,43,5,9,5,289,234,77,6,0.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,9808,-1,normal,BCNET_regular
53,11,311,17,6,8,5,472,281,22,6,0.9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,9031,-1,normal,BCNET_regular
62,10,550,29,5,8,5,560,221,40,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,9865,-1,normal,BCNET_regular
63,8,190,18,6,21,6,198,191,24,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,7600,-1,normal,BCNET_regular
48,4,197,8,5,10,5,233,124,8,8,0.8,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50,0,0,6891,-1,normal,BCNET_regular
43,6,205,11,5,9,5,207,65,12,6,0.7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,7477,-1,normal,BCNET_regular
53,4,391,8,5,7,5,460,160,8,5,0.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,8926,-1,normal,BCNET_regular
60,11,392,64,5,7,5,407,263,95,6,100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,8400,-1,normal,BCNET_regular
78,7,780,24,6,21,6,875,311,24,8,1.3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,79,0,0,10135,-1,normal,BCNET_regular
43,7,182,10,6,23,6,213,61,13,9,0.7,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,45,0,0,7507,-1,normal,BCNET_regular
57,12,307,59,6,22,6,334,204,63,7,100,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,61,0,0,8247,-1,normal,BCNET_regular
87,12,878,147,7,21,7,899,985,193,7,1.4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,87,0,0,11515,-1,normal,BCNET_regular
83,20,1012,238,6,13,6,1052,832,413,7,1.4,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,86,0,0,11812,-1,normal,BCNET_regular
85,10,915,49,6,14,6,921,879,81,7,1.4,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,86,0,0,11176,-1,normal,BCNET_regular
65,11,291,16,6,10,6,383,286,31,7,1.1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,69,0,0,7852,-1,normal,BCNET_regular
62,13,498,39,6,12,6,531,140,73,7,1.1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,67,0,0,9343,-1,normal,BCNET_regular
69,8,309,27,6,14,6,318,385,30,7,1.1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,71,0,0,8112,-1,normal,BCNET_regular
58,11,317,31,6,13,6,335,190,52,6,100,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,8769,-1,normal,BCNET_regular
82,9,544,73,6,15,6,770,710,135,6,1.3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,9369,-1,normal,BCNET_regular
71,10,357,20,7,16,7,396,506,27,6,1.2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,8256,-1,normal,BCNET_regular
63,10,396,24,6,22,6,440,238,34,8,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,66,0,0,8170,-1,normal,BCNET_regular
78,12,617,41,6,11,6,659,269,63,6,1.3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,9294,-1,normal,BCNET_regular
74,10,332,22,7,12,7,364,309,34,7,1.2,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,75,0,0,8097,-1,normal,BCNET_regular
66,12,310,52,7,12,6,331,353,91,7,1.1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,68,0,0,7924,-1,normal,BCNET_regular
64,7,313,41,6,13,6,326,228,70,8,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,66,0,0,8269,-1,normal,BCNET_regular
61,13,221,29,7,15,7,228,219,54,8,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,65,0,0,8660,-1,normal,BCNET_regular
59,15,291,49,6,16,6,392,131,74,8,1,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,65,0,0,7909,-1,normal,BCNET_regular
65,12,492,19,6,9,5,522,240,25,6,1.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,8866,-1,normal,BCNET_regular
60,13,311,30,6,10,6,321,358,38,8,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,64,0,0,7540,-1,normal,BCNET_regular
68,9,280,21,7,12,6,306,254,25,7,1.1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,69,0,0,8355,-1,normal,BCNET_regular
93,10,1060,21,7,14,7,1117,2123,26,7,1.5,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,95,0,0,11716,-1,normal,BCNET_regular
79,4,614,28,7,17,7,720,778,35,8,1.3,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,80,0,0,10106,-1,normal,BCNET_regular
54,7,376,10,5,17,5,408,147,13,7,0.9,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,57,0,0,8398,-1,normal,BCNET_regular
51,6,265,56,6,10,6,299,189,80,7,0.8,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,54,0,0,8647,-1,normal,BCNET_regular
66,4,564,12,5,21,6,564,200,17,6,1.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,9185,-1,normal,BCNET_regular
52,9,284,38,6,14,6,345,229,51,6,0.9,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,7316,-1,normal,BCNET_regular
49,5,276,26,6,8,6,317,247,40,8,0.8,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50,0,0,8749,-1,normal,BCNET_regular
66,4,368,38,6,12,6,380,698,55,8,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,66,0,0,8811,-1,normal,BCNET_regular
43,7,346,54,5,7,5,346,153,81,6,0.7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,9913,-1,normal,BCNET_regular
56,8,363,50,6,15,6,386,249,55,7,0.9,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,58,0,0,8067,-1,normal,BCNET_regular
63,9,632,14,5,9,5,671,300,15,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,9752,-1,normal,BCNET_regular
57,11,346,47,6,10,5,364,429,68,7,0.9,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,58,0,0,9361,-1,normal,BCNET_regular
58,10,271,35,6,9,6,301,237,47,7,0.9,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60,0,0,8205,-1,normal,BCNET_regular
69,10,1024,58,6,9,6,1216,1068,76,7,1.2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,73,0,0,9592,-1,normal,BCNET_regular
75,9,517,130,6,9,6,591,456,246,7,1.2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,77,0,0,8420,-1,normal,BCNET_regular
74,13,526,35,6,8,5,544,206,55,7,1.2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,78,0,0,9259,-1,normal,BCNET_regular
54,10,242,25,6,10,6,269,184,37,8,0.9,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,57,0,0,8313,-1,normal,BCNET_regular
52,6,180,11,6,14,6,213,58,13,7,0.8,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,54,0,0,7903,-1,normal,BCNET_regular
72,11,273,22,5,11,5,282,212,30,7,1.2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,76,0,0,7626,-1,normal,BCNET_regular
67,4,488,13,6,13,6,492,174,19,6,1.1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,9838,-1,normal,BCNET_regular
58,1,239,8,6,14,6,253,307,8,6,0.9,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,7781,-1,normal,BCNET_regular
62,7,491,16,6,16,6,498,290,20,7,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,66,0,0,9408,-1,normal,BCNET_regular
65,11,611,75,5,11,5,623,288,113,8,1.1,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70,0,0,9832,-1,normal,BCNET_regular
39,9,224,17,5,9,5,231,156,29,5,0.6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,9493,-1,normal,BCNET_regular
85,11,482,32,5,9,5,509,596,47,7,1.4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,86,0,0,9119,-1,normal,BCNET_regular
67,7,198,18,6,14,6,207,122,30,7,1.1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,70,0,0,7447,-1,normal,BCNET_regular
77,11,297,108,6,14,6,310,274,158,7,1.2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,78,0,0,7585,-1,normal,BCNET_regular
68,13,593,131,5,10,5,678,611,150,6,1.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,8500,-1,normal,BCNET_regular
65,10,359,18,5,13,6,369,174,18,7,1.1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,69,0,0,9106,-1,normal,BCNET_regular
50,8,299,32,5,10,5,336,187,33,6,0.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,8164,-1,normal,BCNET_regular
75,10,579,85,6,11,6,624,754,127,6,1.2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,9399,-1,normal,BCNET_regular
47,8,109,18,6,9,6,112,64,22,8,0.8,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52,0,0,6833,-1,normal,BCNET_regular
58,15,242,29,6,15,6,246,137,42,8,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,62,0,0,7457,-1,normal,BCNET_regular
75,11,492,54,6,14,6,523,312,76,7,1.2,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,77,0,0,9574,-1,normal,BCNET_regular
67,11,361,38,6,12,6,422,362,57,7,1.1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,70,0,0,8235,-1,normal,BCNET_regular
67,9,304,47,6,11,6,380,321,67,6,1.1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,8456,-1,normal,BCNET_regular
62,8,318,9,6,10,6,445,215,11,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,7340,-1,normal,BCNET_regular
76,8,327,65,6,11,6,391,371,109,6,1.3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,7458,-1,normal,BCNET_regular
66,7,565,39,5,9,5,655,521,39,6,1.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,9088,-1,normal,BCNET_regular
64,9,347,16,5,8,5,352,113,25,7,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,66,0,0,8502,-1,normal,BCNET_regular
63,5,334,9,6,14,6,339,279,9,7,1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,65,0,0,8408,-1,normal,BCNET_regular
77,9,474,15,7,16,7,551,435,21,10,1.3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,81,0,0,8410,-1,normal,BCNET_regular
62,9,312,82,6,17,6,317,303,146,11,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,66,0,0,8362,-1,normal,BCNET_regular
67,12,508,34,6,7,5,542,135,47,6,1.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,9796,-1,normal,BCNET_regular
69,8,289,25,6,15,6,290,213,34,6,1.1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,7746,-1,normal,BCNET_regular
73,8,569,80,6,14,6,662,1011,102,6,1.2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,8236,-1,normal,BCNET_regular
67,11,392,58,6,13,6,426,359,82,6,1.1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,7934,-1,normal,BCNET_regular
42,9,110,30,5,9,5,109,34,32,6,0.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,6492,-1,normal,BCNET_regular
60,12,265,35,5,9,5,298,189,56,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,8114,-1,normal,BCNET_regular
52,9,253,35,5,8,5,254,128,38,5,0.9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,8052,-1,normal,BCNET_regular
64,13,457,51,5,8,5,472,209,79,7,1.1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,70,0,0,9346,-1,normal,BCNET_regular
69,10,284,52,6,9,6,335,200,79,6,1.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,8097,-1,normal,BCNET_regular
64,10,236,23,6,9,6,240,211,38,7,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,66,0,0,8273,-1,normal,BCNET_regular
54,11,193,22,6,8,6,224,197,32,6,0.9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,7844,-1,normal,BCNET_regular
66,11,342,60,6,14,5,361,284,140,6,1.1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,8334,-1,normal,BCNET_regular
54,12,218,32,6,10,6,306,121,46,6,0.9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,8082,-1,normal,BCNET_regular
67,8,207,16,6,14,5,211,169,20,7,1.1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,68,0,0,7801,-1,normal,BCNET_regular
51,9,137,12,5,9,5,147,154,18,7,0.9,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,55,0,0,7394,-1,normal,BCNET_regular
63,11,260,12,5,9,5,265,179,21,6,1.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,7423,-1,normal,BCNET_regular
58,16,326,57,6,11,6,383,202,96,7,0.9,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60,0,0,8195,-1,normal,BCNET_regular
71,13,205,26,6,14,6,229,177,33,7,1.2,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,74,0,0,7513,-1,normal,BCNET_regular
54,11,307,25,6,9,5,381,286,38,6,0.9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,8014,-1,normal,BCNET_regular
67,6,357,15,6,14,6,398,584,17,7,1.1,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,68,0,0,8880,-1,normal,BCNET_regular
63,16,220,41,6,8,6,235,233,74,8,1.1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,67,0,0,8440,-1,normal,BCNET_regular
66,11,153,32,5,11,5,163,120,63,6,1.1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,7795,-1,normal,BCNET_regular
65,11,244,54,6,9,6,284,164,80,7,1.1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,68,0,0,7975,-1,normal,BCNET_regular
62,12,448,46,6,10,6,459,497,67,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,9182,-1,normal,BCNET_regular
55,12,272,39,5,14,5,275,161,60,6,0.9,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,7809,-1,normal,BCNET_regular
57,9,238,31,7,18,6,282,211,46,8,0.9,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,60,0,0,7586,-1,normal,BCNET_regular
70,10,413,17,5,19,5,418,416,18,9,1.2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,73,0,0,7744,-1,normal,BCNET_regular
57,8,143,30,6,11,6,158,177,35,6,0.9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,7587,-1,normal,BCNET_regular
73,9,226,21,6,9,5,231,221,26,7,1.2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,75,0,0,7542,-1,normal,BCNET_regular
56,11,216,32,5,8,5,233,152,43,6,0.9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,8056,-1,normal,BCNET_regular
64,16,241,56,5,12,5,274,140,110,8,1.1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70,0,0,7493,-1,normal,BCNET_regular
52,5,184,13,5,14,5,200,196,17,5,0.8,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,8399,-1,normal,BCNET_regular
62,8,300,19,6,8,5,333,210,30,7,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,64,0,0,8568,-1,normal,BCNET_regular
94,11,2125,19,7,19,7,2227,2649,24,6,1.6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,97,0,0,14243,-1,normal,BCNET_regular
78,9,537,34,6,11,6,566,151,53,6,1.3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,8989,-1,normal,BCNET_regular
